34,34,3250038,1986,ISL,2:14:13.7,+6:08.4,67.11,Men's 50 km C Mst,Oslo (NOR)
35,22,3422619,1996,NOR,2:14:15.4,+6:10.1,67.42,Men's 50 km C Mst,Oslo (NOR)
36,16,3200205,1990,GER,2:14:26.7,+6:21.4,69.48,Men's 50 km C Mst,Oslo (NOR)
37,45,3180436,1990,FIN,2:15:04.8,+6:59.5,76.42,Men's 50 km C Mst,Oslo (NOR)
38,35,3501297,1995,SWE,2:15:05.8,+7:00.5,76.60,Men's 50 km C Mst,Oslo (NOR)
39,51,3510479,1994,SUI,2:15:31.8,+7:26.5,81.34,Men's 50 km C Mst,Oslo (NOR)
40,36,3290321,1990,ITA,2:16:15.2,+8:09.9,89.24,Men's 50 km C Mst,Oslo (NOR)
41,47,3660065,1986,BLR,2:17:35.0,+9:29.7,103.78,Men's 50 km C Mst,Oslo (NOR)
42,53,3150519,1993,CZE,2:18:09.8,+10:04.5,110.12,Men's 50 km C Mst,Oslo (NOR)
43,49,3150509,1994,CZE,2:19:07.8,+11:02.5,120.68,Men's 50 km C Mst,Oslo (NOR)
44,46,3290476,1994,ITA,2:19:26.4,+11:21.1,124.07,Men's 50 km C Mst,Oslo (NOR)
45,42,3200331,1991,GER,2:20:23.3,+12:18.0,134.44,Men's 50 km C Mst,Oslo (NOR)
46,40,3500991,1992,SWE,2:21:07.5,+13:02.2,142.49,Men's 50 km C Mst,Oslo (NOR)
47,39,3530772,1992,USA,2:21:25.4,+13:20.1,145.75,Men's 50 km C Mst,Oslo (NOR)
48,52,3181007,1996,FIN,2:22:37.9,+14:32.6,158.96,Men's 50 km C Mst,Oslo (NOR)
49,56,3120063,1993,CHN,2:23:13.9,+15:08.6,165.52,Men's 50 km C Mst,Oslo (NOR)
50,38,3530711,1994,USA,2:23:15.4,+15:10.1,165.79,Men's 50 km C Mst,Oslo (NOR)
51,37,3290504,1996,ITA,2:26:07.3,+18:02.0,197.10,Men's 50 km C Mst,Oslo (NOR)
